M,K,time,A,B
4096,4096,992.021269,./dataset/4096_4096_70.tns,./dataset/4096_4096_70.tns
4096,4096,992.482787,./dataset/4096_4096_70.tns,./dataset/4096_4096_70.tns
4096,4096,992.175160,./dataset/4096_4096_70.tns,./dataset/4096_4096_70.tns
4096,4096,985.864962,./dataset/4096_4096_70.tns,./dataset/4096_4096_70.tns
4096,4096,996.336570,./dataset/4096_4096_70.tns,./dataset/4096_4096_70.tns
4096,4096,994.514736,./dataset/4096_4096_70.tns,./dataset/4096_4096_70.tns
4096,4096,993.888306,./dataset/4096_4096_70.tns,./dataset/4096_4096_70.tns
1024,1024,19.542517,./dataset/1024_1024_70.tns,./dataset/1024_1024_70.tns
1024,1024,19.379485,./dataset/1024_1024_70.tns,./dataset/1024_1024_70.tns
1024,1024,19.676806,./dataset/1024_1024_70.tns,./dataset/1024_1024_70.tns
1024,1024,19.494524,./dataset/1024_1024_70.tns,./dataset/1024_1024_70.tns
1024,1024,22.175393,./dataset/1024_1024_70.tns,./dataset/1024_1024_70.tns
1024,1024,19.403612,./dataset/1024_1024_70.tns,./dataset/1024_1024_70.tns
1024,1024,19.549078,./dataset/1024_1024_70.tns,./dataset/1024_1024_70.tns
1024,1024,19.769560,./dataset/1024_1024_70.tns,./dataset/1024_1024_70.tns
1024,1024,30.179249,./dataset/1024_1024_70.tns,./dataset/1024_1024_70.tns
1024,1024,19.342578,./dataset/1024_1024_70.tns,./dataset/1024_1024_70.tns
1024,1024,11.319752,./dataset/1024_1024_40.tns,./dataset/1024_1024_40.tns
1024,1024,11.590191,./dataset/1024_1024_40.tns,./dataset/1024_1024_40.tns
1024,1024,11.515666,./dataset/1024_1024_40.tns,./dataset/1024_1024_40.tns
1024,1024,11.450103,./dataset/1024_1024_40.tns,./dataset/1024_1024_40.tns
1024,1024,11.553173,./dataset/1024_1024_40.tns,./dataset/1024_1024_40.tns
1024,1024,11.397431,./dataset/1024_1024_40.tns,./dataset/1024_1024_40.tns
1024,1024,11.565432,./dataset/1024_1024_40.tns,./dataset/1024_1024_40.tns
1024,1024,11.579664,./dataset/1024_1024_40.tns,./dataset/1024_1024_40.tns
1024,1024,11.666018,./dataset/1024_1024_40.tns,./dataset/1024_1024_40.tns
1024,1024,11.397832,./dataset/1024_1024_40.tns,./dataset/1024_1024_40.tns
512,512,15.907909,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,6.115297,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,6.063737,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,5.975901,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,5.958284,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,5.427851,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,6.154358,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,15.322240,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,6.073493,./dataset/512_512_90.tns,./dataset/512_512_90.tns
512,512,14.847264,./dataset/512_512_90.tns,./dataset/512_512_90.tns
2048,2048,110.200191,./dataset/2048_2048_60.tns,./dataset/2048_2048_60.tns
